本田	名詞,固有名詞,組織,*,*,*,本田,ホンダ,ホンダ
livedoornews	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
】	記号,括弧閉,*,*,*,*,】,】,】
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
、	記号,読点,*,*,*,*,、,、,、
先制	名詞,サ変接続,*,*,*,*,先制,センセイ,センセイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
許す	動詞,自立,*,*,五段・サ行,基本形,許す,ユルス,ユルス
(	名詞,サ変接続,*,*,*,*,*
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
)	名詞,サ変接続,*,*,*,*,*
🇯🇵	記号,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
ー	名詞,一般,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
皆さん	名詞,一般,*,*,*,*,皆さん,ミナサン,ミナサン
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
いら	動詞,自立,*,*,五段・ラ行,未然形,いる,イラ,イラ
ついてる	動詞,自立,*,*,一段,基本形,ついてる,ツイテル,ツイテル
？#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
惜しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,惜しい,オシカッ,オシカッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
paddock	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
watcher	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
オレ	名詞,代名詞,一般,*,*,*,オレ,オレ,オレ
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
決め	動詞,自立,*,*,一段,連用形,決める,キメ,キメ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
BXQrzTTrUN	名詞,一般,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
】	記号,括弧閉,*,*,*,*,】,】,】
国際	名詞,一般,*,*,*,*,国際,コクサイ,コクサイ
親善	名詞,一般,*,*,*,*,親善,シンゼン,シンゼン
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
《	記号,括弧開,*,*,*,*,《,《,《
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
40	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
経過	名詞,サ変接続,*,*,*,*,経過,ケイカ,ケイカ
》	記号,括弧閉,*,*,*,*,》,》,》
🇯🇵	記号,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
】	記号,括弧閉,*,*,*,*,】,】,】
ロメ	名詞,固有名詞,地域,一般,*,*,ロメ,ロメ,ロメ
ロ	名詞,固有名詞,組織,*,*,*,ロ,ロ,ロ
(	名詞,サ変接続,*,*,*,*,*
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ
32	名詞,数,*,*,*,*,*
)	名詞,サ変接続,*,*,*,*,*
テキスト	名詞,一般,*,*,*,*,テキスト,テキスト,テキスト
中継	名詞,サ変接続,*,*,*,*,中継,チュウケイ,チューケイ
中	名詞,接尾,副詞可能,*,*,*,中,チュウ,チュー
⇒	名詞,サ変接続,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
3	名詞,数,*,*,*,*,*
nDZkT	名詞,一般,*,*,*,*,*
00	名詞,数,*,*,*,*,*
BO	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
…	記号,一般,*,*,*,*,…,…,…
https	名詞,固有名詞,組織,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
HqKlNNfnpS	名詞,一般,*,*,*,*,*
1	名詞,数,*,*,*,*,*
点	名詞,接尾,助数詞,*,*,*,点,テン,テン
とら	動詞,自立,*,*,五段・ラ行,未然形,とる,トラ,トラ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
て	動詞,非自立,*,*,一段,連用形,てる,テ,テ
たかつ	助動詞,*,*,*,特殊・タイ,連用タ接続,たい,タカツ,タカッ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
タグ	名詞,一般,*,*,*,*,タグ,タグ,タグ
つけ	動詞,自立,*,*,一段,連用形,つける,ツケ,ツケ
すぎ	動詞,非自立,*,*,一段,連用形,すぎる,スギ,スギ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ
…	記号,一般,*,*,*,*,…,…,…
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
#	名詞,サ変接続,*,*,*,*,*
ntv	名詞,固有名詞,組織,*,*,*,*
どっか	名詞,代名詞,一般,*,*,*,どっか,ドッカ,ドッカ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
10	名詞,数,*,*,*,*,*
番	名詞,接尾,助数詞,*,*,*,番,バン,バン
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
くれる	動詞,非自立,*,*,一段・クレル,基本形,くれる,クレル,クレル
ぜ	助詞,終助詞,*,*,*,*,ぜ,ゼ,ゼ
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
#	名詞,サ変接続,*,*,*,*,*
ytv	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
ntv	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
jpn	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
球	名詞,一般,*,*,*,*,球,タマ,タマ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット
ずつ	助詞,副助詞,*,*,*,*,ずつ,ズツ,ズツ
長い	形容詞,自立,*,*,形容詞・アウオ段,基本形,長い,ナガイ,ナガイ
(´	名詞,サ変接続,*,*,*,*,*
・	記号,一般,*,*,*,*,・,・,・
ω	記号,アルファベット,*,*,*,*,ω,オメガ,オメガ
・	記号,一般,*,*,*,*,・,・,・
｀)	名詞,サ変接続,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
も	助詞,係助詞,*,*,*,*,も,モ,モ
失点	名詞,サ変接続,*,*,*,*,失点,シッテン,シッテン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ピンチ	名詞,一般,*,*,*,*,ピンチ,ピンチ,ピンチ
。	記号,句点,*,*,*,*,。,。,。
簡単	名詞,形容動詞語幹,*,*,*,*,簡単,カンタン,カンタン
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
上げ	動詞,自立,*,*,一段,未然形,上げる,アゲ,アゲ
させる	動詞,接尾,*,*,一段,基本形,させる,サセル,サセル
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
岳	名詞,接尾,一般,*,*,*,岳,ダケ,ダケ
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
FK	名詞,一般,*,*,*,*,*
クロスバー	名詞,一般,*,*,*,*,クロスバー,クロスバー,クロスバー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
…	記号,一般,*,*,*,*,…,…,…
惜しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,惜しい,オシカッ,オシカッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
なぁ	助詞,終助詞,*,*,*,*,なぁ,ナァ,ナー
&	名詞,サ変接続,*,*,*,*,*
gt	名詞,一般,*,*,*,*,*
;_&	名詞,サ変接続,*,*,*,*,*
lt	名詞,一般,*,*,*,*,*
;#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サムライ	名詞,一般,*,*,*,*,サムライ,サムライ,サムライ
ブルー	名詞,一般,*,*,*,*,ブルー,ブルー,ブルー
#	名詞,サ変接続,*,*,*,*,*
日テレ	名詞,固有名詞,組織,*,*,*,日テレ,ニッテレ,ニッテレ
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
あぶ	動詞,自立,*,*,五段・ラ行,体言接続特殊２,あぶる,アブ,アブ
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
上手い	形容詞,自立,*,*,形容詞・アウオ段,基本形,上手い,ウマイ,ウマイ
なぁ	助詞,終助詞,*,*,*,*,なぁ,ナァ,ナー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
おしかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,おしい,オシカッ,オシカッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
！	記号,一般,*,*,*,*,！,！,！
！	記号,一般,*,*,*,*,！,！,！
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
footalk	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
sosal	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
🇯🇵	記号,一般,*,*,*,*,*
VS	名詞,固有名詞,組織,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
親善	名詞,一般,*,*,*,*,親善,シンゼン,シンゼン
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
】	記号,括弧閉,*,*,*,*,】,】,】
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
先制	名詞,サ変接続,*,*,*,*,先制,センセイ,センセイ
！	記号,一般,*,*,*,*,！,！,！
※	記号,一般,*,*,*,*,※,※,※
※	記号,一般,*,*,*,*,※,※,※
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
中	名詞,接尾,副詞可能,*,*,*,中,チュウ,チュー
※※#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
6	名詞,数,*,*,*,*,*
oeBcdS	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
cf	名詞,一般,*,*,*,*,*
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ
山口	名詞,固有名詞,人名,姓,*,*,山口,ヤマグチ,ヤマグチ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
なぁ	助詞,終助詞,*,*,*,*,なぁ,ナァ,ナー
。	記号,句点,*,*,*,*,。,。,。
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ
向ける	動詞,自立,*,*,一段,基本形,向ける,ムケル,ムケル
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
向け	動詞,自立,*,*,一段,未然形,向ける,ムケ,ムケ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
Y	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
and	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
D	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
データ	名詞,一般,*,*,*,*,データ,データ,データ
放送	名詞,サ変接続,*,*,*,*,放送,ホウソウ,ホーソー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
吉田	名詞,固有名詞,人名,姓,*,*,吉田,ヨシダ,ヨシダ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
紹介	名詞,サ変接続,*,*,*,*,紹介,ショウカイ,ショーカイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
草	名詞,一般,*,*,*,*,草,クサ,クサ
生える	動詞,自立,*,*,一段,基本形,生える,ハエル,ハエル
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー
ねぇ	助詞,終助詞,*,*,*,*,ねぇ,ネェ,ネー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
lFOsfs	名詞,一般,*,*,*,*,*
8	名詞,数,*,*,*,*,*
hoF	名詞,固有名詞,組織,*,*,*,*
カス	名詞,固有名詞,一般,*,*,*,カス,カス,カス
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
すぎ	動詞,非自立,*,*,一段,連用形,すぎる,スギ,スギ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
競馬	名詞,一般,*,*,*,*,競馬,ケイバ,ケイバ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
おもろい	形容詞,自立,*,*,形容詞・アウオ段,基本形,おもろい,オモロイ,オモロイ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
Y	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
and	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
D	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
データ	名詞,一般,*,*,*,*,データ,データ,データ
放送	名詞,サ変接続,*,*,*,*,放送,ホウソウ,ホーソー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
吉田	名詞,固有名詞,人名,姓,*,*,吉田,ヨシダ,ヨシダ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
紹介	名詞,サ変接続,*,*,*,*,紹介,ショウカイ,ショーカイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
草	名詞,一般,*,*,*,*,草,クサ,クサ
生える	動詞,自立,*,*,一段,基本形,生える,ハエル,ハエル
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー
ねぇ	助詞,終助詞,*,*,*,*,ねぇ,ネェ,ネー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
lFOsfs	名詞,一般,*,*,*,*,*
8	名詞,数,*,*,*,*,*
hoF	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
chidajunsei	名詞,一般,*,*,*,*,*
3163	名詞,数,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
スタメン	名詞,一般,*,*,*,*,スタメン,スタメン,スタメン
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
PU	名詞,一般,*,*,*,*,*
254	名詞,数,*,*,*,*,*
yMH	名詞,一般,*,*,*,*,*
65	名詞,数,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
chidajunsei	名詞,一般,*,*,*,*,*
3163	名詞,数,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
スタメン	名詞,一般,*,*,*,*,スタメン,スタメン,スタメン
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
PU	名詞,一般,*,*,*,*,*
254	名詞,数,*,*,*,*,*
yMH	名詞,一般,*,*,*,*,*
65	名詞,数,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
Y	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
and	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
D	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
データ	名詞,一般,*,*,*,*,データ,データ,データ
放送	名詞,サ変接続,*,*,*,*,放送,ホウソウ,ホーソー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
吉田	名詞,固有名詞,人名,姓,*,*,吉田,ヨシダ,ヨシダ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
紹介	名詞,サ変接続,*,*,*,*,紹介,ショウカイ,ショーカイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
草	名詞,一般,*,*,*,*,草,クサ,クサ
生える	動詞,自立,*,*,一段,基本形,生える,ハエル,ハエル
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー
ねぇ	助詞,終助詞,*,*,*,*,ねぇ,ネェ,ネー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
